Notes,Paper_ID,Study_Area,Area ,Prey_Item,Prey_Taxa,Prey_Taxa_Valid,Period,Num_Ind,Ratio_Ind_Avail,Density,Density_Err,Prop_Ind_Avail,Avg_Mass_kg,Mass_Details,Pantheria_kg,Orig_BM_Avail,Orig_Prop_BM_Avail,Pan_kg_Avail,Pan_BM_Avail,Pan_Prop_BM_Avail,Pan_Ratio_BM_Avail,Scat_n_Tot,Scat_n_Prey,n_Occ_Anal,Abs_FO,Abs_FO_CI,Rel_FO,Rel_FO_CI,Rel_FO_Anal,Ratio_Occ,Mean_Perc_Vol,Orig_BM_Consumed,Orig_Prop_BM_Consumed ,Err_Prop_BM_Consumed,Pan_BM_Consumed,Pan_Tot_BM_Consumed,Pan_Prop_BM_Cons,Pan_Ratio_BM_Cons,BM_Equiv,n_Kills_Tot,n_Kills_Prey,n_Kill_Anal,Prop_Kills,Ratio_Kills,Prop_Kills_Anal,Perc_Kills_Anal,Livestock_Wild,Fight_Flight_Guarded,Vulnerable_Score,Prey_Notes,Avg_Wolf_Density,,,BM_Use,Jacobs_BM,Ivlevs_BM,Chesson_BM,Period_Code,A_C_Code,A_Code,C_Code,Study_Code,Area_Code,Scat_Kill,n_Prey_Species
,Guimarães 2022,Vepor Mountains,225,Sheep,Ovis aries,Ovis aries,Winter 2015-2017,3603,1.214767363,16.015,,0.5760584152,,,34.2,,,123222.6,547.713,0.09570520463,0.1058340766,64,0,69,,,0,,,0,,,0,,0,114.7598,0,0,,,,,,,,,Livestock,,,"grazed extensively on mountains while watched by sheperds and guard dogs fromm Apr-Nov, but are brought into barns for the winter in december and are thus ususally not available to wolves. ",,,,,,,,,P-3-3,,,GUS22VPM,VPM,Scat,6
,Guimarães 2022,Vepor Mountains,225,Goat,Capra hircus,Capra hircus,Winter 2015-2017,228,0.03595647374,1.015,,0.03650947808,,,46.9,,,10693.2,47.6035,0.008318047424,0.008387817689,64,0,69,,,0,,,0,,,0,,0,114.7598,0,0,,,,,,,,,Livestock,,,"grazed extensively on mountains while watched by sheperds and guard dogs fromm Apr-Nov, but are brought into barns for the winter in december and are thus ususally not available to wolves. ",,,,,,,,,P-3-3,,,GUS22VPM,VPM,Scat,6
,Guimarães 2022,Muráň Plateau NP,600,Red deer,Cervus elaphus,Cervus elaphus,Winter 2015-2017,1271,0.09992138365,1.306,,0.06077179246,,,240,,,305040,313.44,0.07039645895,0.07572739974,114,43,119,,,36.1,,,0.5657894737,,,0.61,,101.437,176.9266,0.5733281485,1.343721519,,,,,,,,,Wild,,,,,,,,,,,,P-3-3,,,GUS22MRP,MRP,Scat,7
,Guimarães 2022,Muráň Plateau NP,600,Roe deer,Capreolus capreolus,Capreolus capreolus,Winter 2015-2017,1073,0.08306239356,1.113,,0.05179096861,,,22.4,,,24035.2,24.9312,0.005599375311,0.00563090486,114,17,119,,,14.3,,,0.1666666667,,,0.037,,10.5094,176.9266,0.05939977369,0.0631509243,,,,,,,,,Wild,,,small and agile. Less negatively affected by snow than wild boar.,,,,,,,,,P-3-3,,,GUS22MRP,MRP,Scat,7
,Guimarães 2022,Muráň Plateau NP,600,Wild boar,Sus scrofa,Sus scrofa,Winter 2015-2017,535,0.03975921522,0.5499,,0.02558836805,,,84.5,,,45207.5,46.46655,0.01043606617,0.01054612624,114,57,119,,,47.9,,,0.9193548387,,,0.335,,63.555,176.9266,0.3592167599,0.5605901302,,,,,,,,,Wild,,,assumed to be more negatively affected by snow depth that roe deer due to smaller body size and greater hindrance of mobility,,,,,,,,,P-3-3,,,GUS22MRP,MRP,Scat,7
,Guimarães 2022,Muráň Plateau NP,600,Cattle,Bos taurus,Bos taurus,Winter 2015-2017,3517,0.3357838457,5.862,,0.2727750746,,,613,,,2155921,3593.406,0.8070541666,4.182801734,114,0,119,,,0,,,0,,,0,,0,176.9266,0,0,,,,,,,,,Livestock,,,"grazed extensively on mountains while watched by sheperds and guard dogs fromm Apr-Nov, but are brought into barns for the winter in december and are thus ususally not available to wolves. ",,,,,,,,,P-3-3,,,GUS22MRP,MRP,Scat,7
,Guimarães 2022,Muráň Plateau NP,600,Sheep,Ovis aries,Ovis aries,Winter 2015-2017,7034,1.011067989,11.724,,0.5455501491,,,34.2,,,240562.8,400.9608,0.09005302609,0.09896513607,114,2,119,,,1.7,,,0.01709401709,,,0.018,,1.4252,176.9266,0.008055317855,0.00812073294,,,,,,,,,Livestock,,,"grazed extensively on mountains while watched by sheperds and guard dogs fromm Apr-Nov, but are brought into barns for the winter in december and are thus ususally not available to wolves. ",,,,,,,,,P-3-3,,,GUS22MRP,MRP,Scat,7
,Guimarães 2022,Muráň Plateau NP,600,Goat,Capra hircus,Capra hircus,Winter 2015-2017,511,0.03790801187,0.852,,0.03964591667,,,46.9,,,23965.9,39.9588,0.008974470469,0.009055740949,114,0,119,,,0,,,0,,,0,,0,176.9266,0,0,,,,,,,,,Livestock,,,"grazed extensively on mountains while watched by sheperds and guard dogs fromm Apr-Nov, but are brought into barns for the winter in december and are thus ususally not available to wolves. ",,,,,,,,,P-3-3,,,GUS22MRP,MRP,Scat,7
,Guimarães 2022,Muráň Plateau NP,600,Horse,,Equus caballus,Winter 2015-2017,50,0.00358654329,0.08333333333,,0.003877730504,,,400,,,20000,33.33333333,0.007486436421,0.007542905906,114,0,119,,,0,,,0,,,0,,0,176.9266,0,0,,,,,,,,,Livestock,,,,,,,,,,,,P-3-3,,,GUS22MRP,MRP,Scat,7
,Guimarães 2022,Poloniny NP,125,Red deer,Cervus elaphus,Cervus elaphus,Winter 2015-2017,201,0.1275380711,1.447,,0.1051614122,,,240,,,48240,347.28,0.08624688085,0.0943875091,43,41,46,,,89.1,,,8.2,,,0.957,,96.719,101.7972,0.9501145415,19.04592178,,,,,,,,,Wild,,,,,,,,,,,,P-3-3,,,GUS22PNP,PNP,Scat,7
,Guimarães 2022,Poloniny NP,125,Roe deer,Capreolus capreolus,Capreolus capreolus,Winter 2015-2017,275,0.1830892144,1.984,,0.1441881423,,,22.4,,,6160,44.4416,0.01103705765,0.01116023379,43,1,46,,,2.2,,,0.02222222222,,,0.004,,0.6182,101.7972,0.006072858586,0.00610996353,,,,,,,,,Wild,,,small and agile. Less negatively affected by snow than wild boar.,,,,,,,,,P-3-3,,,GUS22PNP,PNP,Scat,7
,Guimarães 2022,Poloniny NP,125,Wild boar,Sus scrofa,Sus scrofa,Winter 2015-2017,102,0.06089552239,0.7398,,0.05376531636,,,84.5,,,8619,62.5131,0.0155251091,0.01576993912,43,4,46,,,8.7,,,0.09523809524,,,0.039,,4.46,101.7972,0.04381259995,0.04582009756,,,,,,,,,Wild,,,assumed to be more negatively affected by snow depth that roe deer due to smaller body size and greater hindrance of mobility,,,,,,,,,P-3-3,,,GUS22PNP,PNP,Scat,7
,Guimarães 2022,Poloniny NP,125,European bison,Bison bonasus,Bison bonasus,Winter 2015-2017,40,0.02302820956,0.32,,0.02325615198,,,673,,,26920,215.36,0.05348458955,0.0565068344,43,0,46,,,0,,,0,,,0,,0,101.7972,0,0,,,,,,,,,Wild,,,,,,,,,,,,P-3-3,,,GUS22PNP,PNP,Scat,7
,Guimarães 2022,Poloniny NP,125,Cattle,Bos taurus,Bos taurus,Winter 2015-2017,655,0.5837789661,5.24,,0.3808194887,,,613,,,401515,3212.12,0.7977290109,3.94386271,43,0,46,,,0,,,0,,,0,,0,101.7972,0,0,,,,,,,,,Livestock,,,"grazed extensively on mountains while watched by sheperds and guard dogs fromm Apr-Nov, but are brought into barns for the winter in december and are thus ususally not available to wolves. ",,,,,,,,,P-3-3,,,GUS22PNP,PNP,Scat,7
,Guimarães 2022,Poloniny NP,125,Sheep,Ovis aries,Ovis aries,Winter 2015-2017,434,0.3231571109,3.472,,0.252329249,,,34.2,,,14842.8,118.7424,0.0294896384,0.03038570176,43,0,46,,,0,,,0,,,0,,0,101.7972,0,0,,,,,,,,,Livestock,,,"grazed extensively on mountains while watched by sheperds and guard dogs fromm Apr-Nov, but are brought into barns for the winter in december and are thus ususally not available to wolves. ",,,,,,,,,P-3-3,,,GUS22PNP,PNP,Scat,7
,Guimarães 2022,Poloniny NP,125,Goat,Capra hircus,Capra hircus,Winter 2015-2017,70,0.0410076157,0.557,,0.04048023954,,,46.9,,,3283,26.1233,0.006487713495,0.006530078775,43,0,46,,,0,,,0,,,0,,0,101.7972,0,0,,,,,,,,,Livestock,,,"grazed extensively on mountains while watched by sheperds and guard dogs fromm Apr-Nov, but are brought into barns for the winter in december and are thus ususally not available to wolves. ",,,,,,,,,P-3-3,,,GUS22PNP,PNP,Scat,7
"also has corrected Abs FO for ""corrected no. of prey items"". Also had individuals consumed, which may just be the minimum number of kills extrapolated from mass in scat?",Hosseini-Zavarei 2013,Ghamishlou,1130,Persian gazelle,Gazella subgutturosa,Gazella subgutturosa,2007-2009,2400,0.1548387097,2.123893805,,0.1340782123,27.5,,26.7,58.40707965,0.1088749588,64080,56.7079646,0.1076160887,0.1205939364,132,41,136,31,,,,,0.4315789474,,,0.27,,26.7566,95.6728,0.2796677844,0.3882483364,33,,,,,,,,Wild,,,,,,,2.479909091,0.5033860045,0.4252723425,0.1253720248,,P-1-2,,,HOI13GHA,GHA,Scat,4
"Ovis orientalis and Ovis gmellini aren't in PanTheria database so domestic sheep weight was used. also has corrected Abs FO for ""corrected no. of prey items"". Also had individuals consumed, which may just be the minimum number of kills extrapolated from mass in scat?",Hosseini-Zavarei 2013,Ghamishlou,1130,Esfahan wild sheep,Ovis orientalis,Ovis aries orientalis,2007-2009,2400,0.1548387097,2.123893805,,0.1340782123,34,,34.2,72.21238938,0.1346090399,82080,72.63716814,0.1378453271,0.1598846836,132,23,136,17,,,,,0.203539823,,,0.159,,16.3898,95.6728,0.1713109682,0.2067252753,17,,,,,,,,Wild,,,,,,,1.181198529,0.09725132698,0.0830729193,0.05971559679,,P-1-2,,,HOI13GHA,GHA,Scat,4
"Capra aegragus is not in PanTheria so Capra hircus was used. also has corrected Abs FO for ""corrected no. of prey items"". Also had individuals consumed, which may just be the minimum number of kills extrapolated from mass in scat?",Hosseini-Zavarei 2013,Ghamishlou,1130,Persian wild goat,Capra aegagrus,Capra hircus aegagrus,2007-2009,100,0.005617977528,0.08849557522,,0.005586592179,36.0,,46.9,3.185840708,0.005938634114,4690,4.150442478,0.007876396003,0.007938926129,132,12,136,1,,,,,0.09677419355,,,0.092,,9.7704,95.6728,0.1021230695,0.1137383822,9.5,,,,,,,,Wild,,,,,,,15.49177778,0.8886420931,0.8787274467,0.7831882045,,P-1-2,,,HOI13GHA,GHA,Scat,4
"also has corrected Abs FO for ""corrected no. of prey items"". Also had individuals consumed, which may just be the minimum number of kills extrapolated from mass in scat?",Hosseini-Zavarei 2013,Ghamishlou,1130,Domestic sheep and goat,Ovis aries and Capra hircus,Capra hircus and Ovis aries,2007-2009,13000,2.653061224,11.50442478,,0.7262569832,35,,34.2,402.6548673,0.7505773672,444600,393.4513274,0.7466621883,2.947298641,132,60,136,45,,,,,0.7894736842,,,0.471,,42.756,95.6728,0.446898178,0.8079853657,49.5,,,,,,,,Livestock,Guarded,,"13000 in 30 herds. 65% sheep, the rest goat). Allowed to graze in pastures in the Wildlife Refuge for a 100-day period in winter (January–March), but are not allowed to enter the National Park. Guarded by herd dogs (""similar in size to an adult wolf"") during day. Return to corrals at night",,,,0.6275169231,-0.5433608776,-0.2288658702,0.0317241739,,P-2-2,,,HOI13GHA,GHA,Scat,4
,Janeiro-Otero 2022,Serra do Cando,54.58,Roe deer,Capreolus capreolus,Capreolus capreolus,Dec 2017-Mar 2019,4,0.002528445006,0.07,,0.002522068096,24,Average adult (source unknown),22.4,1.68,0.00012455427,89.6,1.568,0.0001096264731,0.0001096384924,49,0,49,0,,,,,0,,0,0,,0,154.775,0,0,,,,,,,,,Wild,,,,,,,0,-1,-1,0,,A,,,JAO22SCO,SCO,Scat,7
,Janeiro-Otero 2022,Serra do Cando,54.58,Wild boar,Sus scrofa,Sus scrofa,Dec 2017-Mar 2019,35,0.0225660864,0.64,,0.02206809584,67,Average adult (source unknown),84.5,42.88,0.003179099462,2957.5,54.08,0.003780994684,0.003795344862,49,10,49,21.28,,,,,0.2564102564,,9.75,0.0774,,11.15,154.775,0.07204005815,0.07763272411,,,,,,,,,Wild,,,,,,,24.34651729,0.9267537032,0.9210936959,0.8527218462,,A,,,JAO22SCO,SCO,Scat,7
,Janeiro-Otero 2022,Serra do Cando,54.58,Galician feral horses,Equus ferus atlanticus,Equus caballus,Dec 2017-Mar 2019,498,0.4577205882,9.124221326,,0.3139974779,300,Average adult (source unknown),400,2737.266398,0.2029394154,199200,3649.688531,0.2551673989,0.342583553,49,38,49,85.65,,,,,3.454545455,,107.88,0.8422,,138.282,154.775,0.8934388629,8.384284242,,,,,,,,,Wild,,,,,,,4.150007027,0.9089337027,0.6116510153,0.1453514526,,A,,,JAO22SCO,SCO,Scat,7
,Janeiro-Otero 2022,Serra do Cando,54.58,Goat,Capra hircus,Capra hircus,Dec 2017-Mar 2019,1,0.0006309148265,0.02,,0.000630517024,28.5,Average adult (source unknown),46.9,0.57,0.00004225948445,46.9,0.938,0.00006558012229,0.00006558442332,49,0,49,0,,,,,0,,0,0,,0,154.775,0,0,,,,,,,,,Livestock,,,Left in barns overnight,,,,0,-1,-1,0,,A,,,JAO22SCO,SCO,Scat,7
,Janeiro-Otero 2022,Serra do Cando,54.58,Cattle,Bos taurus,Bos taurus,Dec 2017-Mar 2019,928,1.410334347,17,,0.5851197982,600,Average adult (source unknown),613,10200,0.7562223533,568864,10421,0.7285825739,2.684361813,49,1,49,2.13,,,,,0.02083333333,,5.24,0.0416,,5.343,154.775,0.03452107899,0.03575539376,,,,,,,,,Livestock,,,Left unattended for long periods to graze freely,,,,0.05501027551,-0.9724014536,-0.8957161332,0.001926701184,,A,,,JAO22SCO,SCO,Scat,7
,Janeiro-Otero 2022,Serra do Cando,54.58,Sheep,Ovis aries,Ovis aries,Dec 2017-Mar 2019,11,0.006984126984,0.2,,0.006935687264,28.5,Average adult (source unknown),34.2,5.7,0.0004225948445,376.2,6.84,0.0004782175229,0.0004784463243,49,0,49,0,,,,,0,,0,0,,0,154.775,0,0,,,,,,,,,Livestock,,,Left in barns overnight,,,,0,-1,-1,0,,A,,,JAO22SCO,SCO,Scat,7
,Janeiro-Otero 2022,Serra do Cando,54.58,Pig,Sus domestica,Sus scrofa scrofa,Dec 2017-Mar 2019,109,0.07379823968,2,,0.06872635561,250,Average adult (source unknown),84.5,500,0.0370697232,9210.5,169,0.01181560839,0.01195688627,49,0,49,0,,,,,0,,0,0,,0,154.775,0,0,,,,,,,,,Livestock,,,"Live ones are inaccessible, but carcasses dumped are accessible ",,,,0,-1,-1,0,,A,,,JAO22SCO,SCO,Scat,7
,Janeiro-Otero 2022,Serra do Candán,106.83,Roe deer,Capreolus capreolus,Capreolus capreolus,Dec 2017-Mar 2019,4,0.0004522328999,0.04,,0.0004520284778,24,Average adult (source unknown),22.4,0.96,0.00002467131258,89.6,0.896,0.0000257009821,0.00002570164265,52,7,48,14.29,,,,,0.1707317073,,4.42,0.0341,,4.3274,127.8624,0.03384419501,0.03502974865,,,,,,,,,Wild,,,,,,,1382.172103,0.9986032864,0.9985540483,0.7844678499,,A,,,JAO22SCN,SCN,Scat,6
,Janeiro-Otero 2022,Serra do Candán,106.83,Wild boar,Sus scrofa,Sus scrofa,Dec 2017-Mar 2019,52,0.005911106059,0.49,,0.005876370211,67,Average adult (source unknown),84.5,32.83,0.0008437074918,4394,41.405,0.001187666477,0.001189078706,52,13,48,26.53,,,,,0.3714285714,,12.68,0.0977,,14.495,127.8624,0.1133640539,0.127858626,,,,,,,,,Wild,,,,,,,115.7984265,0.9845235578,0.9828764816,0.06572274355,,A,,,JAO22SCN,SCN,Scat,6
,Janeiro-Otero 2022,Serra do Candán,106.83,Goat,Capra hircus,Capra hircus,Dec 2017-Mar 2019,11,0.001244625481,0.1,,0.001243078314,28.5,Average adult (source unknown),46.9,2.85,0.00007324295923,515.9,4.69,0.0001345285782,0.0001345466785,52,3,48,6.12,,,,,0.06666666667,,2,0.0154,,2.4426,127.8624,0.0191033486,0.01947539384,,,,,,,,,Livestock,,,Left in barns overnight,,,,210.2591179,0.9906773863,0.990532953,0.1193350074,,A,,,JAO22SCN,SCN,Scat,6
,Janeiro-Otero 2022,Serra do Candán,106.83,Cattle,Bos taurus,Bos taurus,Dec 2017-Mar 2019,5641,1.758416459,52.8,,0.6374731608,600,Average adult (source unknown),613,31680,0.8141533152,3457933,32366.4,0.9284020836,12.96688689,52,19,48,38.78,,,,,0.6551724138,,99.54,0.7674,,101.517,127.8624,0.7939550642,3.853310255,,,,,,,,,Livestock,,,Left unattended for long periods to graze freely,,,,0.9425743108,-0.1408271382,-0.02956164348,0.0005349690109,,A,,,JAO22SCN,SCN,Scat,6
,Janeiro-Otero 2022,Serra do Candán,106.83,Sheep,Ovis aries,Ovis aries,Dec 2017-Mar 2019,75,0.008547982676,0.7,,0.008475533959,28.5,Average adult (source unknown),34.2,19.95,0.0005127007146,2565,23.94,0.0006866981154,0.0006871699937,52,4,48,8.16,,,,,0.09090909091,,2.67,0.026,,2.8504,127.8624,0.02229271467,0.0228010111,,,,,,,,,Livestock,,,Left in barns overnight,,,,50.71184662,0.9622917967,0.9613241427,0.02878209825,,A,,,JAO22SCN,SCN,Scat,6
,Janeiro-Otero 2022,Serra do Candán,106.83,Pig,Sus domestica,Sus scrofa scrofa,Dec 2017-Mar 2019,3066,0.5301746498,28.7,,0.3464798282,250,Average adult (source unknown),84.5,7175,0.1843923623,259077,2425.15,0.06956332224,0.07476416602,52,2,48,4.08,,,,,0.04347826087,,4.88,0.376,,2.23,127.8624,0.01744062367,0.0177501982,,,,,,,,,Livestock,,,"Live ones are inaccessible, but carcasses dumped are accessible ",,,,2.039130013,0.4543379724,0.3419169329,0.001157331951,,A,,,JAO22SCN,SCN,Scat,6
,Janeiro-Otero 2022,Estacas,14.05,Roe deer,Capreolus capreolus,Capreolus capreolus,Dec 2017-Mar 2019,1,0.005988023952,0.05,,0.005952380952,24,Average adult (source unknown),22.4,1.2,0.0002113787554,22.4,1.12,0.0001860656426,0.0001861002695,29,0,21,0,,,,,0,,0,0,,0,62.3774,0,0,,,,,,,,,Wild,,,,,,,0,-1,-1,0,,A,,,JAO22EST,EST,Scat,7
,Janeiro-Otero 2022,Estacas,14.05,Wild boar,Sus scrofa,Sus scrofa,Dec 2017-Mar 2019,9,0.05660377358,0.64,,0.05357142857,67,Average adult (source unknown),84.5,42.88,0.007553267525,760.5,54.08,0.008984312459,0.009065762098,29,4,21,16.67,,,,,0.2352941176,,3.9,0.0757,,4.46,62.3774,0.0715002549,0.0770062192,,,,,,,,,Wild,,,,,,,10.02215263,0.8299473769,0.8185472415,0.1486323714,,A,,,JAO22EST,EST,Scat,7
,Janeiro-Otero 2022,Estacas,14.05,Galician feral horse,Equus ferus atlanticus,Equus caballus,Dec 2017-Mar 2019,36,0.2727272727,2.56227758,,0.2142857143,300,Average adult (source unknown),400,768.683274,0.1354027614,14400,1024.911032,0.1702685088,0.2052091677,29,14,21,58.33,,,,,2,,39.75,0.7712,,50.946,62.3774,0.8167381135,4.456671974,,,,,,,,,Wild,,,,,,,5.695600236,0.9112008113,0.7012963843,0.08446793823,,A,,,JAO22EST,EST,Scat,7
,Janeiro-Otero 2022,Estacas,14.05,Goat,Capra hircus,Capra hircus,Dec 2017-Mar 2019,1,0.005988023952,0.1,,0.005952380952,28.5,Average adult (source unknown),46.9,2.85,0.000502024544,46.9,4.69,0.0007791498785,0.0007797574264,29,2,21,8.33,,,,,0.1052631579,,1.33,0.0259,,1.6284,62.3774,0.02610560876,0.02680537951,,,,,,,,,Livestock,,,Left in barns overnight,,,,51.59110309,0.9629191884,0.9619707539,0.7651158663,,A,,,JAO22EST,EST,Scat,7
,Janeiro-Otero 2022,Estacas,14.05,Cattle,Bos taurus,Bos taurus,Dec 2017-Mar 2019,112,2,8,,0.6666666667,600,Average adult (source unknown),613,4800,0.8455150214,68656,4904,0.8147017067,4.39670378,29,1,21,4.17,,,,,0.05,,5.24,0.1017,,5.343,62.3774,0.08565602285,0.09368030522,,,,,,,,,Livestock,,,Left unattended for long periods to graze freely,,,,0.1202817187,-0.9594675772,-0.7852652298,0.001783824069,,A,,,JAO22EST,EST,Scat,7
,Janeiro-Otero 2022,Estacas,14.05,Sheep,Ovis aries,Ovis aries,Dec 2017-Mar 2019,6,0.03703703704,0.4,,0.03571428571,28.5,Average adult (source unknown),34.2,11.4,0.002008098176,205.2,13.68,0.002272658921,0.002277835664,29,0,21,0,,,,,0,,0,0,,0,62.3774,0,0,,,,,,,,,Livestock,,,Left in barns overnight,,,,0,-1,-1,0,,A,,,JAO22EST,EST,Scat,7
,Janeiro-Otero 2022,Estacas,14.05,Pig,Sus domestica,Sus scrofa scrofa,Dec 2017-Mar 2019,3,0.01818181818,0.2,,0.01785714286,250,Average adult (source unknown),84.5,50,0.00880744814,253.5,16.9,0.002807597643,0.002815502441,29,0,21,0,,,,,0,,0,0,,0,62.3774,0,0,,,,,,,,,Livestock,,,"Live ones are inaccessible, but carcasses dumped are accessible ",,,,0,-1,-1,0,,A,,,JAO22EST,EST,Scat,7
,Jędrzejewska 1994,BPF,530,Bison,Bison bonasus,Bison bonasus,Autumn-winters 1986/87-1990/91,318,0.04225352113,0.6,,0.04,400,Mean body mass from (Krasinska 1988),673,,,214014,403.8,0.1757401935,0.213209709,,,,,,,,,,,,,,0,45407,0,0,,239,0,239,0,,0,,Wild,,,"Strictly protected by law, not hunted. Population is strickly managed by annual culling of sick and injured individuals. Eradicated in 1919, then reintroduced from captive individuals in 1952",,,,,,,,,P-2-5,,,JEA94BPF-E,BPF-E,Kill,5
,Jędrzejewska 1994,BPF,530,Moose,Alces alces,Alces alces,Autumn-winters 1986/87-1990/91,212,0.02777777778,0.4,,0.03,200,Mean body mass from (Pucek 1984),481,,,101972,192.4,0.08373554539,0.09138796662,,,,,,,,,,,,,,962,45407,0.02118616072,0.02164472944,,239,2,239,0.01,,0.008368200837,,Wild,,,Hunted.,,,,,,,,,P-2-5,,,JEA94BPF-E,BPF-E,Kill,5
,Jędrzejewska 1994,BPF,530,Red deer,Cervus elaphus,Cervus elaphus,Autumn-winters 1986/87-1990/91,2862,0.5744680851,5.4,,0.36,100,Mean body mass from (Dziqciolowski 1969),240,,,686880,1296,0.5640398484,1.293787623,,,,,,,,,,,,,,42480,45407,0.9355385733,14.5131534,,239,177,239,0.74,,0.7405857741,,Wild,,,Hunted.,,,,,,,,,P-2-5,,,JEA94BPF-E,BPF-E,Kill,5
,Jędrzejewska 1994,BPF,530,Roe deer,Capreolus capreolus,Capreolus capreolus,Autumn-winters 1986/87-1990/91,2597,0.4949494949,4.9,,0.33,20,"Mean body mass from (Milkowski 1970, Pielowski 1988)",22.4,,,58172.8,109.76,0.04776930074,0.0501656802,,,,,,,,,,,,,,1120,45407,0.02466580043,0.02528958837,,239,50,239,0.21,,0.2092050209,,Wild,,,Hunted. More winter food for roe deer in coniferous forests than in deciduous.,,,,,,,,,P-2-5,,,JEA94BPF-E,BPF-E,Kill,5
,Jędrzejewska 1994,BPF,530,Wild boar,Sus scrofa,Sus scrofa,Autumn-winters 1986/87-1990/91,1855,0.3097345133,3.5,,0.24,80,Mean body mass from (Pucek 1984),84.5,,,156747.5,295.75,0.128715112,0.1477302244,,,,,,,,,,,,,,845,45407,0.0186094655,0.0189623446,,239,10,239,0.04,,0.04184100418,,Wild,,,Hunted. Less food in BPF for wild boar since its predominantly coniferous thanks to forestry practices. Mature deciduous forests are their optimal habitat in Poland.,,,,,,,,,P-2-5,,,JEA94BPF-E,BPF-E,Kill,5
"""only occasionally recorded in BNP, so the census did not show their presence""",Jędrzejewska 1994,BNP,47.5,Bison,Bison bonasus,Bison bonasus,Autumn-winters 1986/87-1990/91,0,0,0,,0,400,Mean body mass from (Krasinska 1988),673,,,0,0,0,0,,,,,,,,,,,,,,0,9733.9,0,0,,46,0,46,0,,0,,Wild,,,,,,,,,,,,P-1-5,,,JEA94BPF-N,BPF-N,Kill,5
"""only occasionally recorded in BNP, so the census did not show their presence""",Jędrzejewska 1994,BNP,47.5,Moose,Alces alces,Alces alces,Autumn-winters 1986/87-1990/91,0,0,0,,0,200,Mean body mass from (Pucek 1984),481,,,0,0,0,0,,,,,,,,,,,,,,0,9733.9,0,0,,46,0,46,0,,0,,Wild,,,,,,,,,,,,P-1-5,,,JEA94BPF-N,BPF-N,Kill,5
,Jędrzejewska 1994,BNP,47.5,Red deer,Cervus elaphus,Cervus elaphus,Autumn-winters 1986/87-1990/91,603,0.8410041841,12.7,,0.4568345324,100,Mean body mass from (Dziqciolowski 1969),240,,,144720,3048,0.7388678934,2.829479313,,,,,,,,,,,,,,9120,9733.9,0.936931754,14.85583971,,46,38,46,0.83,,0.8260869565,,Wild,,,Highest densities in mature deciduous forests,,,,,,,,,P-1-5,,,JEA94BPF-N,BPF-N,Kill,5
