Notes,Paper_ID,Study_Area,Area ,Prey_Item,Prey_Taxa,Prey_Taxa_Valid,Num_Ind,Ratio_Ind_Avail,Density,Prop_Ind_Avail,Avg_Mass_kg,Mass_Details,Pantheria_kg,Orig_BM_Avail,Orig_Prop_BM_Avail,Pan_kg_Avail,Pan_BM_Avail,Pan_Prop_BM_Avail,Pan_Ratio_BM_Avail,Scat_n_Tot,Scat_n_Prey,n_Occ_Anal,Abs_FO,Abs_FO_CI,Rel_FO,Rel_FO_CI,Rel_FO_Anal,Ratio_Occ,Mean_Perc_Vol,Orig_BM_Consumed,Orig_Prop_BM_Consumed ,Err_Prop_BM_Consumed,Pan_BM_Consumed,Pan_Tot_BM_Consumed,Pan_Prop_BM_Cons,Pan_Ratio_BM_Cons,BM_Equiv,Livestock_Wild,Fight_Flight_Guarded,Vulnerable_Score,Prey_Notes,Avg_Wolf_Density,BM_Use,Jacobs_BM,Ivlevs_BM,Chesson_BM,Timepoint,Period,Season,A_C_Code,A_Code,Avail_Season,n_Avail_Season_Points,C_Code,n_C_Points,Study_Code,Area_Code,n_Prey_Species,Pred_Tot_n,Pred_Larger_n,Pred_Smaller_n
relative FO for all study areas only include wild ungulates and was calculated such that the 'Undetermined Cervid' category occurences were divided amongst the deer species in rough proportion to their known contribution to scats (ex: if 30% of the occurence of deer in scat was deer A then 30% of the of the occureences of 'Undetermined cervids' would be attributed to deer A). The absolute FO reported in the paper does not reflect these changes however (but could be changed to reflect it),Nowak 2011,Lower Silesian Forest,1700,Roe deer,Capreolus capreolus,Capreolus capreolus,,1.204845815,,0.547,,,22.4,,,,,0.1392040936,0.1617155618,124,75,,60.5,,57.7,,,,,,0.576,,46.365,137.8528,0.3363370204,0.5067888833,,Wild,,,,,,,,,,Unclear if they were the average of multiple years or a just a single year,,U,MIX (or just SNOW since it isnt very clear if the general observations actually contributed a change to the census data),MYR+MWI,U,T,U,NOK11LSF,LSF,4,1,0,1
relative FO for all study areas only include wild ungulates and was calculated such that the 'Undetermined Cervid' category occurences were divided amongst the deer species in rough proportion to their known contribution to scats (ex: if 30% of the occurence of deer in scat was deer A then 30% of the of the occureences of 'Undetermined cervids' would be attributed to deer A). The absolute FO reported in the paper does not reflect these changes however (but could be changed to reflect it),Nowak 2011,Lower Silesian Forest,1700,Red deer,Cervus elaphus,Cervus elaphus,,0.3188405797,,0.242,,,240,,,,,0.6598470355,1.939853843,124,23,,18.5,,17.5,,,,,,0.178,,54.257,137.8528,0.3935864923,0.6490397843,,Wild,,,hunting red deer can be risky or requires high energy expenditures,,,,,,,Unclear if they were the average of multiple years or a just a single year,,U,MIX (or just SNOW since it isnt very clear if the general observations actually contributed a change to the census data),MYR+MWI,U,T,U,NOK11LSF,LSF,4,1,0,1
relative FO for all study areas only include wild ungulates and was calculated such that the 'Undetermined Cervid' category occurences were divided amongst the deer species in rough proportion to their known contribution to scats (ex: if 30% of the occurence of deer in scat was deer A then 30% of the of the occureences of 'Undetermined cervids' would be attributed to deer A). The absolute FO reported in the paper does not reflect these changes however (but could be changed to reflect it),Nowak 2011,Lower Silesian Forest,1700,Fallow deer,Dama dama,Dama dama,,0.008056394763,,0.008,,,56.2,,,,,0.005107906803,0.005134131468,124,3,,2.4,,2.2,,,,,,0.02,,2.6658,137.8528,0.01933801852,0.01971935171,,Wild,,,,,,,,,,Unclear if they were the average of multiple years or a just a single year,,U,MIX (or just SNOW since it isnt very clear if the general observations actually contributed a change to the census data),MYR+MWI,U,T,U,NOK11LSF,LSF,4,1,0,1
relative FO for all study areas only include wild ungulates and was calculated such that the 'Undetermined Cervid' category occurences were divided amongst the deer species in rough proportion to their known contribution to scats (ex: if 30% of the occurence of deer in scat was deer A then 30% of the of the occureences of 'Undetermined cervids' would be attributed to deer A). The absolute FO reported in the paper does not reflect these changes however (but could be changed to reflect it),Nowak 2011,Lower Silesian Forest,1700,Wild boar,Sus scrofa,Sus scrofa,,0.2559598494,,0.204,,,84.5,,,,,0.1958409641,0.2435351161,124,31,,25,,22.6,,,,,,0.196,,34.565,137.8528,0.2507384689,0.3346474608,,Wild,,,,,,,,,,Unclear if they were the average of multiple years or a just a single year,,U,MIX (or just SNOW since it isnt very clear if the general observations actually contributed a change to the census data),MYR+MWI,U,T,U,NOK11LSF,LSF,4,1,0,1
# individuals was averaged between summer (12300) and winter (14000) numbers.  goat herd size averaged 114 animals (range 10–800).  The number of livestock guardian dogs per herd averaged 3.8 animals (range 0–15) with a total estimated number of 865 guardian dogs present in the study area.,Petridou 2019,Central Continental Greece,612,Goat,Capra hircus,Capra hircus,13150,0.4943609023,21.4869281,0.3308176101,40,Mean weights reported in literature,46.9,859.4771242,0.2317435841,616735,1007.736928,0.237458297,0.3114036859,123,57,,46,,,,,,,,0.649,,46.4094,88.4438,0.5247332204,1.104081419,,Livestock,guarded. graze as scattered loose grouping,,,,2.80050903,0.7194815317,0.4737547039,0.7319874559,,2010-2012,,,,,,,,PEU19CCG,CCG,3,UK,UK,UK
# individuals was averaged between summer (23500) and winter (26000) numbers.  Sheep herd size averaged 148 animals (range 10–1200).The number of livestock guardian dogs per herd averaged 3.8 animals (range 0–15) with a total estimated number of 865 guardian dogs present in the study area.,Petridou 2019,Central Continental Greece,612,Sheep,Ovis aries,Ovis aries,24750,1.65,40.44117647,0.6226415094,57,Mean weights reported in literature,34.2,2305.147059,0.6215442229,846450,1383.088235,0.325904279,0.483468844,123,14,,11.5,,,,,,,,0.112,,9.9764,88.4438,0.1127993144,0.1271406979,,Livestock,guarded. compact herds when grazing,,,,0.1801963495,-0.8573591094,-0.6946332709,0.04709910448,,2010-2012,,,,,,,,PEU19CCG,CCG,3,UK,UK,UK
According to (https://students.aiu.edu/submissions/profiles/resources/onlineBook/n5R3d5_Fundamentals_of_Animal_Science.pdf) average mature Limousin cattle is 805kg (average of both sexes). # individuals was averaged between summer (1750) and winter (1950) numbers. cattle herd size averaged 103 animals (range 5–400). The number of livestock guardian dogs per herd averaged 3.8 animals (range 0–15) with a total estimated number of 865 guardian dogs present in the study area.,Petridou 2019,Central Continental Greece,612,Limousin cattle,Bos taurus,Bos taurus,1850,0.04881266491,3.022875817,0.0465408805,180,Mean weights reported in literature,613,544.1176471,0.146712193,1134050,1853.022876,0.436637424,0.7750557858,123,6,,4.5,,,,,,,,0.124,,32.058,88.4438,0.3624674652,0.5685474002,,Livestock,unguarded,,,,0.8451921922,-0.09692497156,-0.08389793132,0.2209134396,,2010-2012,,,,,,,,PEU19CCG,CCG,3,UK,UK,UK
Juvenile and adult pooled during extraction. denities are means of fall and spring (no season definitions given) 2013-2015. Error rates are Standard Error. 'Absent in winter' density values because the deer to migrate out of the study area,Popp 2018,Great Lakes Region,450,White-tailed deer,Odocoileus virginanus,Odocoileus virginianus,594,0.4162578837,1.32,0.293913904,"adult=73, juvenile= 38.2","adult median masses from literature. juveniles were ""the median between the average birth mass (white-tailed deer, 3.4 kg; Verme 1969; elk, 14.8 kg; Johnson 1951; moose, 16.3 kg; Keech et al. 1999) and median adult mass (white-tailed deer, 73 kg; elk, 340 kg; moose, 385 kg; Eder 2002)""",75,,,44550,99,0.07378148755,0.07965883489,247,52,115,21.05,,0.2105263158,,,0.8253968254,,,0.1652,,54.028,258.557,0.2089597265,0.2641581389,,Wild,,,"fawns use the 'hider' anti-predator strategyduring their first weeks, thus no protection if discovered. deer less gregarious than elk in summer months",,,,,,,Spring/Summer 2013-2015,MSS,B-3-3,PELL,MSPA,3,T,3,POP18GLR,GLR,3,2,1,1
Juvenile and adult pooled during extraction. denities are means of fall and spring (no season definitions given) 2013-2015. Error rates are Standard Error,Popp 2018,Great Lakes Region,450,Elk,Cervus elaphus,Cervus elaphus,527,0.3527443106,1.17,0.260761999,"adult=340, juvenile=177.4 ","adult median masses from literature. juveniles were ""the median between the average birth mass (white-tailed deer, 3.4 kg; Verme 1969; elk, 14.8 kg; Johnson 1951; moose, 16.3 kg; Keech et al. 1999) and median adult mass (white-tailed deer, 73 kg; elk, 340 kg; moose, 385 kg; Eder 2002)""",240,,,126480,280.8,0.2092711283,0.2646559849,247,34,115,13.76,,0.1376518219,,,0.4197530864,,,0.2981,,80.206,258.557,0.3102062601,0.4497087204,,Wild,,,"fawns use the 'hider' anti-predator strategyduring their first weeks, thus no protection if discovered. small or large groups, change seasonally, large groups predated on more due to increased detection. gregarious, possibly more spatially predictable",,,,,,,Spring/Summer 2013-2015,MSS,B-3-3,PELL,MSPA,3,T,3,POP18GLR,GLR,3,2,1,1
Juvenile and adult pooled during extraction. denities are means of fall and spring (no season definitions given) 2013-2015. Error rates are Standard Error,Popp 2018,Great Lakes Region,450,Moose,Alces alces,Alces alces,900,0.8028545941,2,0.445324097,"adult=73, juvenile= 200.65","adult median masses from literature. juveniles were ""the median between the average birth mass (white-tailed deer, 3.4 kg; Verme 1969; elk, 14.8 kg; Johnson 1951; moose, 16.3 kg; Keech et al. 1999) and median adult mass (white-tailed deer, 73 kg; elk, 340 kg; moose, 385 kg; Eder 2002)""",481,,,432900,962,0.7169473841,2.532912059,247,29,115,11.74,,0.1174089069,,,0.3372093023,,,0.2684,,124.323,258.557,0.4808340134,0.926166247,,Wild,,,calves stay close to their mother as an anti-predator strategy ('the follower' strategy). encounters with large protective mothers/adults are very risky and can lead to death of wolf,,,,,,,Spring/Summer 2013-2015,MSS,B-3-3,PELL,MSPA,3,T,3,POP18GLR,GLR,3,2,1,1
,Shrotriya 2022,Ladakh and Spiti,60356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHA22LSH,LSH,,,,
,Shrotriya 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHA22LSH,LSH,,,,
,Shrotriya 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHA22LSH,LSH,,,,
,Shrotriya 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHA22LSH,LSH,,,,
,Shrotriya 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHA22LSH,LSH,,,,
,Shrotriya 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHA22LSH,LSH,,,,
,Sidorovich 2003,Lovat River,800,Moose,Alces alces,Alces alces,392,0.2287047841,0.49,0.1861348528,200,No details given,481,,,188552,235.69,0.5798721455,1.380227803,447,191,,42.7,,,,,,,,0.325,,818.817,1273.8248,0.6428018987,1.799566952,,Wild,,,,0.01666666667,,,,,,1990-1992,MYR,P-3-3,MIX,MWI,3,T,3,SIH03LVR,LVR,3,2,1,1
poached,Sidorovich 2003,Lovat River,800,Roe deer,Capreolus capreolus,Capreolus capreolus,133,0.06741003548,0.1666666667,0.06315289649,20,No details given,22.4,,,2979.2,3.733333333,0.00918518397,0.009270333691,447,29,,6.5,,,,,,,,0.036,,17.9278,1273.8248,0.01407399196,0.01427489675,,Wild,,,,0.01666666667,,,,,,1990-1992,MYR,P-3-3,MIX,MWI,3,T,3,SIH03LVR,LVR,3,2,1,1
,Sidorovich 2003,Lovat River,800,Wild boar,Sus scrofa,Sus scrofa,1581,3.011428571,1.976666667,0.7507122507,80,No details given,84.5,,,133594.5,167.0283333,0.4109426705,0.6976276331,447,392,,87.7,,,,,,,,0.523,,437.08,1273.8248,0.3431241094,0.5223575934,,Wild,,,,0.01666666667,,,,,,1990-1992,MYR,P-3-3,MIX,MWI,3,T,3,SIH03LVR,LVR,3,2,1,1
,Sidorovich 2003,Lovat River,800,Moose,Alces alces,Alces alces,61,0.09983633388,0.07666666667,0.09077380952,200,No details given,481,,,29341,36.87666667,0.464229215,0.8664698188,363,72,,19.8,,,,,,,,0.108,,308.664,438.0806,0.7045826727,2.385041795,,Wild,,,,0.02433333333,,,,,,1994-1996,MYR,P-3-3,MIX,MWI,3,T,3,SIH03LVR,LVR,3,2,1,1
,Sidorovich 2003,Lovat River,800,Roe deer,Capreolus capreolus,Capreolus capreolus,283,0.7275064267,0.3533333333,0.4211309524,20,No details given,22.4,,,6339.2,7.914666667,0.09963534739,0.110661105,363,38,,10.5,,,,,,,,0.04,,23.4916,438.0806,0.05362392217,0.0566623813,,Wild,,,,0.02433333333,,,,,,1994-1996,MYR,P-3-3,MIX,MWI,3,T,3,SIH03LVR,LVR,3,2,1,1
,Sidorovich 2003,Lovat River,800,Wild boar,Sus scrofa,Sus scrofa,328,0.9534883721,0.41,0.4880952381,80,No details given,84.5,,,27716,34.645,0.4361354376,0.7734755235,363,95,,26.2,,,,,,,,0.173,,105.925,438.0806,0.2417934051,0.3189017436,,Wild,,,,0.02433333333,,,,,,1994-1996,MYR,P-3-3,MIX,MWI,3,T,3,SIH03LVR,LVR,3,2,1,1
,Sidorovich 2003,Lovat River,800,Moose,Alces alces,Alces alces,204,0.1003937008,0.255,0.09123434705,200,No details given,481,,,98124,122.655,0.4757813318,0.9076008939,375,56,,14.9,,,,,,,,0.097,,240.072,643.8552,0.3728664457,0.5945566829,,Wild,,,,0.0125,,,,,,1999-2000,MYR,P-2-2,MIX,MWI,2,T,2,SIH03LVR,LVR,3,2,1,1
,Sidorovich 2003,Lovat River,800,Roe deer,Capreolus capreolus,Capreolus capreolus,1024,0.8448844884,1.28,0.457960644,20,No details given,22.4,,,22937.6,28.672,0.1112192927,0.125136934,375,76,,20.3,,,,,,,,0.102,,46.9832,643.8552,0.0729716868,0.07871570454,,Wild,,,,0.0125,,,,,,1999-2000,MYR,P-2-2,MIX,MWI,2,T,2,SIH03LVR,LVR,3,2,1,1
,Sidorovich 2003,Lovat River,800,Wild boar,Sus scrofa,Sus scrofa,1008,0.8208469055,1.26,0.4508050089,80,No details given,84.5,,,85176,106.47,0.4129993755,0.7035757003,375,320,,85.3,,,,,,,,0.601,,356.8,643.8552,0.5541618675,1.24296651,,Wild,,,,0.0125,,,,,,1999-2000,MYR,P-2-2,MIX,MWI,2,T,2,SIH03LVR,LVR,3,2,1,1
,Sin 2019,Romanian Carpathians,600,Wild boar,Sus scrofa,Sus scrofa,962,0.1152509884,1.603333333,0.1033408529,66,"From literature, average mass of live adults",84.5,105.82,,81289,135.4816667,0.1661832458,0.002522510573,236,159,234,67.37288136,,64.37,,,2.12,65.57,,0.7219,0.653-0.7838,177.285,238.6684,0.7428088511,2.888158688,,Wild,,,More gregarious than the deer and have large litters. Juvenile:Adult ratio is high. Likely low escape speeds in snow,,,,,,,Nov 2013-Oct 2014,SYR,E-1-1,PELL,SSU,1,T,1,SIN19SRC,SRC,7,4,1,3
,Sin 2019,Romanian Carpathians,600,Red deer,Cervus elaphus,Cervus elaphus,632,0.07283623372,1.053333333,0.067891288,115,"From literature, average mass of live adults",240,121.1333333,,151680,252.8,0.3100871548,0.004717144873,236,8,234,3.389830508,,3.38,,,0.03539823009,3.38,,0.0523,0.0196-0.0979,18.872,238.6684,0.07907205143,0.08586127889,,Wild,,,Less gregarious than boar. Relatively high escape speeds in snow,,,,,,,Nov 2013-Oct 2014,SYR,E-1-1,PELL,SSU,1,T,1,SIN19SRC,SRC,7,4,1,3
,Sin 2019,Romanian Carpathians,600,Roe deer,Capreolus capreolus,Capreolus capreolus,667,0.07718120805,1.111666667,0.07165109034,24,"From literature, average mass of live adults",22.4,26.68,,14940.8,24.90133333,0.03054423894,0.0004626811719,236,36,234,15.25423729,,14.9,,,0.1818181818,14.21,,0.102,0.0722-0.1362,22.2552,238.6684,0.09324736748,0.1028366107,,Wild,,,Less gregarious than boar,,,,,,,Nov 2013-Oct 2014,SYR,E-1-1,PELL,SSU,1,T,1,SIN19SRC,SRC,7,4,1,3
,Sin 2019,Romanian Carpathians,600,Chamois ,Rupicapra rupicapra,Rupicapra rupicapra,145,0.01582278481,0.2416666667,0.01557632399,,,30,,,4350,7.25,0.008892926709,0.0001346650258,236,0,234,0,,0,,,0,0,,0,0,0,238.6684,0,0,,Wild,,,Escape response is to flee to steep terrain where wolves cannot follow,,,,,,,Nov 2013-Oct 2014,SYR,E-1-1,PELL,SSU,1,T,1,SIN19SRC,SRC,7,4,1,3
,Sin 2019,Romanian Carpathians,600,Sheep ,,Ovis aries,6500,2.313990744,10.83333333,0.6982490063,40,"From literature, average mass of live adults",34.2,433.3333333,,222300,370.5,0.4544592201,0.006928595676,236,2,234,0.8474576271,,0.93,,,0.008620689655,0.97,,0.0084,0.0009-0.0231,1.4252,238.6684,0.005971465012,0.006007337618,,Livestock,Guarded,,"Guarded by sheperd and locked in outdoor enclosures at night guarded by 1-2 guardian dogs but more often by several small mixed-breed dogs. Grazed from May-sept in high pasture, always in sheepfolds, making their location predictable ",,,,,,,Nov 2013-Oct 2014,SYR,E-1-1,FARM,SSU,1,T,1,SIN19SRC,SRC,7,4,1,3
,Sin 2019,Romanian Carpathians,600,Goat,,Capra hircus,230,0.02533318647,0.3833333333,0.02470727253,30,"From literature, average mass of live adults",46.9,11.5,,10787,17.97833333,0.02205241389,0.0003340048647,236,5,234,2.118644068,,2.31,,,0.02183406114,2.42,,0.0187,0.0066-0.0372,4.071,238.6684,0.01705713869,0.0173531335,,Livestock,Guarded,,Guarded by sheperd and locked in outdoor enclosures at night guarded by 1-2 guardian dogs but more often by several small mixed-breed dogs. Grazed from May-sept ,,,,,,,Nov 2013-Oct 2014,SYR,E-1-1,FARM,SSU,1,T,1,SIN19SRC,SRC,7,4,1,3
"Domestic dog is not in pantheria database so reported value used instead, authors describe that in the area there are some guardian sheperd dogs and ""small-sized mixed-breed dogs are prevalent""",Sin 2019,Romanian Carpathians,600,Dog,,Canis lupus familiaris,173,0.01893607706,0.2883333333,0.01858416586,22,"From literature, average mass of live adults",22,6.343333333,,3806,6.343333333,0.007780799783,0.0001178221739,236,24,234,10.16949153,,9.72,,,0.1142857143,10.17,,0.0712,0.0446-0.0979,14.76,238.6684,0.06184312628,0.06591981364,,Livestock,,,"Guard dogs rare in area, these are small mixed-breed dogs",,,,,,,Nov 2013-Oct 2014,SYR,E-1-1,FARM,SSU,1,T,1,SIN19SRC,SRC,7,4,1,3
Uses data from our other papers. Absolute FO and Relative FO calculated in whole scat equivalents ,Ståhlberg 2017,South-central Scandinavia,17370,Moose,Alces alces,Alces alces,21886,2.21048379,1.26,0.6885204643,160.6,prey weights sourced externally and adjusted to local juvenile:adult ratios ((adult:yearling:calf) 80:10:10),481,202.356,0.9497071412,10527166,606.06,0.9793674494,0.01156090645,2159,,,,,73.5,0.02,,,,,0.925,,,,,,,Wild,,,"""Moose can also cause injury or death to predators but as the Scandinavian moose may be naïve due to a long period of wolf absence,their anti-predator behaviour has not yet had enough time to adjustto the re-colonising wolves""",,0.973984463,-0.2098290087,-0.01317920048,0.5631403738,,1997-2006,,,,,,,,STG17SCA,SCA,2,4,1,3
Uses data from our other papers. Absolute FO and Relative FO calculated in whole scat equivalents ,Ståhlberg 2017,South-central Scandinavia,17370,Roe deer,Capreolus capreolus,Capreolus capreolus,9901,0.4523896555,0.57,0.3114795357,18.8,prey weights sourced externally and adjusted to local juvenile:adult ratios ((adult:yearling:calf) 80:10:10),22.4,10.716,0.05029285875,221782.4,12.768,0.02063255056,0.0002408306076,2159,,,,,8.7,0.01,,,,,0.038,,,,,,,Wild,,,,,0.7555744681,-0.1455282493,-0.1392282335,0.4368596262,,1997-2006,,,,,,,,STG17SCA,SCA,2,4,1,3
Uses data from our other papers. Absolute FO and Relative FO calculated in whole scat equivalents ,Ståhlberg 2017,Tuscany ,8000,Wild boar,Sus scrofa ,Sus scrofa,55280,0.1988489209,6.91,0.1658665386,33.8,prey weights sourced externally and adjusted to local juvenile:adult ratios ((adult:fawn) 50:50),84.5,233.558,0.2015585626,4671160,583.895,0.3021975889,0.571941611,542,,,,,40.1,0.05,,,,,0.419,,,,,,,Wild,,,"""Adult wild boar can cause serious injury or death to predators, and albeit the Apennine wild boar is somewhat smaller than in other parts of Europe, it can be energy beneficial targeting younger individuals""",,2.078800298,0.4814352707,0.3503963212,0.4092826485,,2005-2009,,,,,,,,STG17TUS,TUS,5,1,0,1
Uses data from our other papers. Absolute FO and Relative FO calculated in whole scat equivalents ,Ståhlberg 2017,Tuscany ,8000,Roe deer,Capreolus capreolus,Capreolus capreolus,200800,1.515700483,25.1,0.6024963994,22.4,prey weights sourced externally and adjusted to local juvenile:adult ratios ((adult:fawn) 50:50),22.4,562.24,0.4852083261,4497920,562.24,0.2909899424,0.5392906655,542,,,,,24.9,0.04,,,,,0.234,,,,,,,Wild,,,,,0.4822670746,-0.5104502931,-0.3492845077,0.09495070101,,2005-2009,,,,,,,,STG17TUS,TUS,5,1,0,1
Uses data from our other papers. Absolute FO and Relative FO calculated in whole scat equivalents ,Ståhlberg 2017,Tuscany ,8000,Red deer,Cervus elaphus,Cervus elaphus,15280,0.04805031447,1.91,0.04584733557,70.8,prey weights sourced externally and adjusted to local juvenile:adult ratios ((adult:fawn) 50:50),240,135.228,0.116700611,3667200,458.4,0.2372470646,0.3998622929,542,,,,,4.9,0.02,,,,,0.074,,,,,,,Wild,,,,,0.6341012216,-0.2462139005,-0.2239143901,0.1248444248,,2005-2009,,,,,,,,STG17TUS,TUS,5,1,0,1
Uses data from our other papers. Absolute FO and Relative FO calculated in whole scat equivalents ,Ståhlberg 2017,Tuscany ,8000,Fallow deer,Dama dama,Dama dama,22880,0.07371134021,2.86,0.06865098416,39.7,prey weights sourced externally and adjusted to local juvenile:adult ratios ((adult:fawn) 50:50),56.2,113.542,0.0979857779,1285856,160.732,0.08318759856,0.1113054189,542,,,,,10,0.02,,,,,0.115,,,,,,,Wild,,,,,1.17363971,0.08933739596,0.0798843109,0.2310709545,,2005-2009,,,,,,,,STG17TUS,TUS,5,1,0,1
Ovis orientalis and Ovis gmellini aren't in PanTheria database so domestic sheep weight was used. Uses data from our other papers. Absolute FO and Relative FO calculated in whole scat equivalents ,Ståhlberg 2017,Tuscany ,8000,Mouflon,Ovis orientalis musimon,Ovis aries musimon,39040,0.1326808048,4.88,0.1171387422,23.4,prey weights sourced externally and adjusted to local juvenile:adult ratios ((adult:fawn) 50:50),34.2,114.192,0.09854672236,1335168,166.896,0.0863778056,0.1160693753,542,,,,,7.4,0.03,,,,,0.07,,,,,,,Wild,,,,,0.7103229648,-0.1844697184,-0.1693697864,0.1398512712,,2005-2009,,,,,,,,STG17TUS,TUS,5,1,0,1
,Tiralla 2021,Khonin Nuga,450,Wild boar,Sus scrofa,Sus scrofa,342,0.7583148559,0.76,0.4312736444,,,84.5,,,28899,64.22,0.3564411389,0.5538594222,137,31,,22.6,,,,,,,,0.178,,34.565,185.7024,0.1861311432,0.2286991837,,Wild,"Fight (""defensive behaviour""), less risky to attack than the large livestock (horse and cattle) free-roaming in the area",,,,,,,,,2008-2012,MYR,,CNT,E,E,T + SNOW,4,TIA21KNN,KNN,5,UK,UK,UK
,Tiralla 2021,Khonin Nuga,450,Siberian roe deer,Capreolus pygargus,Capreolus pygargus,257,0.4794776119,0.57,0.3240857503,,,41,,,10537,23.37,0.1297108287,0.1490433673,137,60,,43.8,,,,,,,,0.462,,46.02,185.7024,0.2478158602,0.3294616931,,Wild,Less defensive and most vulnerable prey species. Solitary.less risky to attack than the large livestock (horse and cattle) free-roaming in the area,Solitary,,,,,,,,2008-2012,MYR,,CNT,E,E,T + SNOW,4,TIA21KNN,KNN,5,UK,UK,UK
,Tiralla 2021,Khonin Nuga,450,Red deer,Cervus elaphus,Cervus elaphus,126,0.1889055472,0.28,0.15889029,,,240,,,30240,67.2,0.3729810734,0.5948481898,137,25,,18.2,,,,,,,,0.147,,58.975,185.7024,0.3175780173,0.4653689731,,Wild,less risky to attack than the large livestock (horse and cattle) free-roaming in the area,,,,,,,,,2008-2012,MYR,,CNT,E,E,T + SNOW,4,TIA21KNN,KNN,5,UK,UK,UK
,Tiralla 2021,Khonin Nuga,450,Siberian musk deer,Moschus moschiferus,Moschus moschiferus,45,0.06016042781,0.1,0.05674653216,,,13.3,,,598.5,1.33,0.007381917078,0.00743681503,137,6,,4.4,,,,,,,,0.024,,3.2724,185.7024,0.01762174318,0.01793783917,,Wild,less risky to attack than the large livestock (horse and cattle) free-roaming in the area,,,,,,,,,2008-2012,MYR,,CNT,E,E,T + SNOW,4,TIA21KNN,KNN,5,UK,UK,UK
,Tiralla 2021,Khonin Nuga,450,Moose,Alces alces,Alces alces,23,0.02987012987,0.05,0.0290037831,,,481,,,11063,24.05,0.1334850419,0.1540481681,137,10,,7,,,,,,,,0.008,,42.87,185.7024,0.2308532361,0.3001419846,,Wild,less risky to attack than the large livestock (horse and cattle) free-roaming in the area,,,,,,,,,2008-2012,MYR,,CNT,E,E,T + SNOW,4,TIA21KNN,KNN,5,UK,UK,UK
,van Duyne 2009,HNP,506,Cow,,Bos taurus,,,,,400,"based on literature, herdsman and HNP biologists (no further details given)",613,,,,,,,236,0,,,,,,,,,,,,,,,,,Livestock,,,Herdsmen set traps around carcasses thus wolves rarely return to livestock kills (little to no livestock scavenging).,,,,,,,2003-2005,,,,,,,,VAE09HNP,HNP,8,2,0,2
,van Duyne 2009,HNP,506,Domestic horse,,Equus caballus,,,,,226,"based on literature, herdsman and HNP biologists (no further details given)",400,,,,,,,236,0,,,,,,,,,,,,,,,,,Livestock,,,"Herdsmen set traps around carcasses thus wolves rarely return to livestock kills (little to no livestock scavenging). Free range, unguarded.",,,,,,,2003-2005,,,,,,,,VAE09HNP,HNP,8,2,0,2
,van Duyne 2009,HNP,506,Goat,,Capra hircus,,,,,30,"based on literature, herdsman and HNP biologists (no further details given)",46.9,,,,,,,236,0,,,,,,,,,,,,,,,,,Livestock,,,Herdsmen set traps around carcasses thus wolves rarely return to livestock kills (little to no livestock scavenging). Sheeps and goats herded in large groups. Does not sound like dogs are often used to guard livestock or that they are not actual livestock-guarding dogs (but its unclear),,,,,,,2003-2005,,,,,,,,VAE09HNP,HNP,8,2,0,2
,van Duyne 2009,HNP,506,Sheep,,Ovis aries,,,,,40,"based on literature, herdsman and HNP biologists (no further details given)",34.2,,,,,,,236,0,,,,,,,,,,,,,,,,,Livestock,,,Herdsmen set traps around carcasses thus wolves rarely return to livestock kills (little to no livestock scavenging). Sheeps and goats herded in large groups. Does not sound like dogs are often used to guard livestock or that they are not actual livestock-guarding dogs (but its unclear),,,,,,,2003-2005,,,,,,,,VAE09HNP,HNP,8,2,0,2
,van Duyne 2009,HNP,506,Red deer,Cervus elaphus,Cervus elaphus,355,,,,112,"based on literature, herdsman and HNP biologists (no further details given)",240,,,,,,,236,0,,,,,,,,,,,,,,,,,Wild,,,"Preferred habitat is small grassland patches near or within closed forest (i.e., ridges, natural openings, or marginsbetween forest and unplanted hill grounds) but might move into the woods for protective cover (cited in paper as external source, not necessarialy observed here)",,,,,,,2003-2005,,,,,,,,VAE09HNP,HNP,8,2,0,2
,van Duyne 2009,HNP,506,Hare,Lepus tolai,Lepus tolai,,,,,2,"based on literature, herdsman and HNP biologists (no further details given)",1.59,,,,,,,236,0,,,,,,,,,,,,,,,,,Wild,,,,,,,,,,2003-2005,,,,,,,,VAE09HNP,HNP,8,2,0,2
not in PanTheria,van Duyne 2009,HNP,506,Marmot,Marmota sibirica,Marmota sibirica,8486,,,,6,"based on literature, herdsman and HNP biologists (no further details given)",6,,,,,,,236,0,,,,,,,,,,,,,,,,,Wild,,,Hibernate from sept-march,,,,,,,2003-2005,,,,,,,,VAE09HNP,HNP,8,2,0,2
